,S.No,actual,name,title,male,culture,dateOfBirth,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity
1671,1672,0,Cletus Yronwood,Ser,1,,,,,,House Yronwood,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0702341137123745
1672,1673,1,Colemon,Maester,1,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0668896321070234
1673,1674,0,Corlys Velaryon,Lord of the Tides,1,Valyrian,53.0,,,,House Velaryon,Rhaenys Targaryen,0,0,0,0,0,,,,0.0,1,1,79.0,0,0,1,0.525083612040133
1674,1675,0,Criston Cole,Ser,1,Stormlander,82.0,,,,House Cole,,0,0,0,1,0,,,,,0,1,48.0,0,0,1,0.505016722408026
1675,1676,0,Daemon I Blackfyre,Ser,1,Valyrian,170.0,,,,House Blackfyre,Rohanne of Tyrosh,0,0,0,0,0,,,,1.0,1,1,26.0,0,0,0,0.0
1676,1677,0,Daemon Targaryen,Commander of the City Watch,1,Valyrian,81.0,,,,House Targaryen,Rhea Royce,0,0,0,0,0,,,,0.0,1,1,49.0,5,1,1,0.668896321070234
1677,1678,1,Daenerys Targaryen,Andals,0,Valyrian,284.0,,,,House Targaryen,Drogo,1,1,1,1,1,,,,0.0,1,1,21.0,15,1,1,1.0
1678,1679,1,Danny Flint,,0,Northmen,,,,,House Flint,,0,0,1,0,1,,,,,0,0,,0,0,0,0.0234113712374581
1679,1680,1,Daven Lannister,Ser,1,Westermen,273.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,32.0,0,0,0,0.207357859531772
1680,1681,0,Dick Crabb,,1,,,,,,House Crabb,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0702341137123745
1681,1682,0,Donal Noye,,1,,244.0,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,56.0,0,0,0,0.140468227424749
1682,1683,0,Domeric Bolton,,1,Northmen,279.0,,,,House Bolton,,0,1,0,1,1,,,,,0,0,18.0,0,0,0,0.0903010033444816
1683,1684,1,Davos Seaworth,Ser,1,Westerosi,260.0,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.969899665551839
1684,1685,0,Doreah,,0,Lysene,278279.0,,,,House Targaryen,,1,1,0,0,1,,,,,0,0,25.0,0,0,0,0.110367892976588
1685,1686,1,Dorea Sand,,0,Dornish,291.0,,,,House Martell,,0,0,0,1,1,,,,,0,0,14.0,1,1,0,0.103678929765886
1686,1687,1,Dywen,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0936454849498327
1687,1688,0,Eddard Karstark,,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257
1688,1689,0,Eddard Stark,Winterfell,1,Northmen,263.0,,,,House Stark,Catelyn Tully,1,1,1,1,1,,,,1.0,1,1,36.0,6,1,1,1.0
1689,1690,1,Elia Sand,,0,Dornish,285.0,,,,House Martell,,0,0,1,1,1,,,,,0,0,20.0,1,1,0,0.11705685618729
1690,1691,1,Edmure Tully,Ser,1,Rivermen,267.0,,,,House Tully,Roslin Frey,1,1,1,1,1,,,,1.0,1,1,38.0,8,1,1,0.655518394648829
1691,1692,0,Elia Martell,Princess,0,,256.0,,,,,Rhaegar Targaryen,1,1,1,1,1,,,,0.0,1,1,27.0,7,1,1,0.441471571906354
1692,1693,0,Emmon Cuy,Ser,1,,,,,,House Cuy,,0,1,0,0,0,,,,,0,1,,0,0,0,0.0367892976588628
1693,1694,1,Eleyna Westerling,,0,,287.0,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18.0,0,0,0,0.0468227424749163
1694,1695,0,Falena Stokeworth,Harrenhal,1,,125.0,,,,House Stokeworth,Lucas Lothston,0,0,0,0,0,,,,1.0,1,1,100.0,0,0,0,0.0234113712374581
1695,1696,1,Falia Flowers,,0,,281.0,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24.0,0,0,0,0.0267558528428093
1696,1697,1,Eustace Osgrey,Knight,1,,,,,,House Osgrey,Rohanne Webber,0,0,0,0,0,,,,0.0,1,1,,0,0,0,0.147157190635451
1697,1698,0,Farlen,,1,,,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.0568561872909698
1698,1699,0,Falyse Stokeworth,,0,,265.0,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0.0,1,0,35.0,1,1,0,0.100334448160535
1699,1700,1,Galazza Galare,Green Grace,0,Ghiscari,217.0,,,,Graces,,0,0,0,0,1,,,,,0,1,88.0,0,0,0,0.0903010033444816
1700,1701,1,Emmond,,1,Ironborn,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0100334448160535
1701,1702,1,Garth Hightower,Ser,0,,,,,,House Hightower,,0,0,0,1,0,,,,,0,1,,0,0,0,0.0501672240802675
1702,1703,0,Gared,,1,,231.0,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66.0,0,0,0,0.0936454849498327
1703,1704,1,Genna Lannister,Lady,0,,245.0,,,,,Emmon Frey,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.217391304347826
1704,1705,1,Garlan Tyrell,Ser,1,,277.0,,,,House Tyrell of Brightwater Keep,Leonette Fossoway,1,1,1,1,1,,,,1.0,1,1,28.0,0,0,0,0.327759197324414
1705,1706,0,Gerion Lannister,,1,,255.0,,,,House Lannister,,1,1,1,1,1,,,,,0,0,36.0,0,0,0,0.140468227424749
1706,1707,0,Gevin Harlaw,,0,Ironborn,,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0167224080267558
1707,1708,1,Gerold Dayne,Ser,1,Dornish,270.0,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35.0,0,0,0,0.107023411371237
1708,1709,1,Godry Farring,Ser,1,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722
1709,1710,1,Gorold Goodbrother,Lord of Hammerhorn,1,Ironborn,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0802675585284281
1710,1711,1,Grenn,,1,Westerosi,281.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.204013377926421
1711,1712,1,Grey Worm,,1,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227424749
1712,1713,1,Greenbeard,,1,Tyroshi,,,,,Brotherhood without banners,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0367892976588628
1713,1714,0,Groleo,[1],0,Pentoshi,,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.110367892976588
1714,1715,1,Grunt,,1,Northmen,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0267558528428093
1715,1716,0,Gregor Clegane,Ser,1,,265.0,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35.0,1,1,1,0.836120401337792
1716,1717,1,Gylbert Farwynd,Lonely Light,1,Ironborn,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779264214
1717,1718,0,Guyard Morrigen,Ser,1,,278.0,,,,House Morrigen,,0,1,0,0,1,,,,,0,1,21.0,0,0,0,0.0635451505016722
1718,1719,1,Hallyne,LordWisdom,1,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,0,0,0.0869565217391304
1719,1720,0,Haggo,Bloodrider,1,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117
1720,1721,0,Hazzea,,0,Ghiscari,295.0,,,,,,0,0,0,0,1,,,,,0,0,5.0,0,0,0,0.0434782608695652
1721,1722,1,Hizdahr zo Loraq,,1,Ghiscari,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,0.444816053511705
1722,1723,0,Harma,,0,Wildlings,,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.0535117056856187
1723,1724,1,Harry Strickland,Captain-General,1,,,,,,House Strickland,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0769230769230769
1724,1725,1,Harys Swyft,Knight,1,,,,,,House Swyft,,1,1,1,1,1,,,,,0,1,,1,1,1,0.451505016722408
1725,1726,1,Harwin,,0,Northmen,271.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,34.0,0,0,0,0.130434782608695
1726,1727,1,Hobb,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0434782608695652
1727,1728,1,High Sparrow,High Septon,1,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,1,,0,0,0,0.167224080267558
1728,1729,1,Hot Pie,,0,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.183946488294314
1729,1730,1,Howland Reed,Greywater Watch,1,Crannogmen,260.0,,,,House Reed,Jyana,1,1,1,1,1,,,,1.0,1,1,45.0,0,0,0,0.177257525083612
1730,1731,0,Holly,,1,Free Folk,283.0,,,,,,0,0,0,0,1,,,,,0,0,17.0,0,0,0,0.0568561872909698
1731,1732,0,Hugh,Ser,1,Valemen,,,,,House Arryn,,1,0,0,0,0,,,,,0,1,,0,0,0,0.0635451505016722
1732,1733,1,Hyle Hunt,Ser,0,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.103678929765886
1733,1734,0,Hoster Tully,Lord Paramount of the Trident,1,Rivermen,237.0,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1.0,1,1,62.0,6,1,0,0.331103678929765
1734,1735,1,Humfrey Hewett,Oakenshield,1,,,,,,House Hewett,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1735,1736,1,Ilyn Payne,Ser,1,Westerosi,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.224080267558528
1736,1737,1,Illyrio Mopatis,Magister,1,Pentoshi,,,,,House Targaryen,Cousin to the Prince of Pentos,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.394648829431438
1737,1738,1,Irri,,0,Dothraki,283.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,22.0,0,0,0,0.193979933110367
1738,1739,0,Imry Florent,Ser,1,,,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.183946488294314
1739,1740,1,Jack-Be-Lucky,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0267558528428093
1740,1741,0,Jacelyn Bywater,Ser,1,,,,,,House Bywater,,0,1,1,1,0,,,,,0,1,,0,0,0,0.130434782608695
1741,1742,1,Jaime Lannister,Ser,1,Westermen,266.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,39.0,7,1,1,1.0
1742,1743,1,Jason Mallister,Seagard,1,Riverlands,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,,0,0,0,0.127090301003344
1743,1744,1,Jeyne Poole,,0,Northmen,,,,,House Poole,Ramsay Bolton,1,1,1,1,1,,,,1.0,1,0,,1,1,1,0.384615384615384
1744,1745,0,Jon Arryn,Eyrie,1,Valemen,217.0,,,,House Arryn,Jeyne Royce,1,1,1,1,1,,,,1.0,1,1,81.0,5,1,1,0.836120401337792
1745,1746,1,Jon Fossoway,Knight,1,Reach,,,,,House Fossoway of New Barrel,Janna Tyrell,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.187290969899665
1746,1747,1,Jonos Bracken,Stone Hedge,1,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,0,0,0.190635451505016
1747,1748,1,Justin Massey,Ser,1,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0802675585284281
1748,1749,0,Kedry,Maester,1,,,,,,,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0301003344481605
1749,1750,1,Jon Snow,Lord Commander of the Night's Watch,1,Northmen,283.0,,,,House Stark,,1,1,1,1,1,,,,,0,1,22.0,5,1,1,1.0
1750,1751,1,Joss Stilwood,,1,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,0,0,0.0167224080267558
1751,1752,0,Kevan Lannister,Ser,1,,244.0,,,,House Lannister,Dorna Swyft,1,1,1,1,1,,,,1.0,1,1,56.0,4,1,1,0.869565217391304
1752,1753,1,Lady of the Leaves,Lady of the Leaves,0,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.020066889632107
1753,1754,0,Lharys,,1,,,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0167224080267558
1754,1755,1,Leyton Hightower,Hightower,1,,,,,,House Hightower,Rhea Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,0,0.150501672240802
1755,1756,0,Larys Strong,Lord of Harrenhal,1,,91.0,,,,House Strong,,0,0,0,0,0,,,,,0,1,100.0,0,0,0,0.297658862876254
1756,1757,1,Lomys,Maester,1,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.0234113712374581
1757,1758,0,Lewyn Martell,Ser,1,Dornish,,,,,House Martell,,1,0,1,1,1,,,,,0,1,,2,1,0,0.147157190635451
1758,1759,1,Lothar Frey,Twins,1,Rivermen,264.0,,,,House Frey,Leonella Lefford,1,1,1,1,1,,,,1.0,1,1,41.0,1,1,0,0.17391304347826
1759,1760,1,Lothor Brune,Ser,1,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,0,0,0.137123745819397
1760,1761,0,Lysa Arryn,Lady of the Vale,0,,266.0,,,,House Tully,Jon Arryn,0,0,0,0,0,,,,0.0,1,1,34.0,5,1,0,0.0
1761,1762,1,Maege Mormont,Lady of Bear Island,0,Northmen,239.0,,,,House Mormont,,1,1,1,1,1,,,,,0,1,66.0,1,1,0,0.137123745819397
1762,1763,1,Mad Huntsman,,1,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628
1763,1764,1,Mance Rayder,,1,Free Folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,0.709030100334448
1764,1765,1,Mark Mullendore,Ser,1,,,,,,House Mullendore,,0,1,1,1,1,,,,,0,1,,0,0,0,0.0501672240802675
1765,1766,0,Mark Ryswell,Ser,0,Northmen,,,,,House Ryswell,,1,0,0,0,0,,,,,0,1,,0,0,0,0.020066889632107
1766,1767,1,Marlon Manderly,Ser,1,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0434782608695652
1767,1768,0,Maron Greyjoy,,1,Ironborn,275.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,0,14.0,4,1,0,0.140468227424749
1768,1769,0,Martyn Cassel,,0,Northmen,,,,,House Cassel,,1,1,0,0,0,,,,,0,0,,0,0,0,0.0334448160535117
1769,1770,1,Marq Piper,Ser,1,Rivermen,,,,,House Piper,,1,1,1,1,1,,,,,0,1,,0,0,0,0.140468227424749
1770,1771,1,Mathis Rowan,Goldengrove,1,Reach,,,,,House Rowan,Bethany Redwyne,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.364548494983277
1771,1772,1,Meribald,Septon,1,,247.0,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,58.0,0,0,0,0.103678929765886
1772,1773,0,Mirri Maz Duur,Godswife,0,Lhazareen,257.0,,,,,,1,1,1,1,1,,,,,0,1,42.0,0,0,0,0.1438127090301
1773,1774,0,Mikken,,1,Northmen,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0969899665551839
1774,1775,1,Morros Slynt,Lord,1,,,,,,House Slynt,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0434782608695652
1775,1776,1,Myranda Royce,,0,,279.0,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26.0,0,0,0,0.0434782608695652
1776,1777,0,Nettles,,0,,113.0,,,,Blacks,,0,0,0,0,0,,,,,0,0,100.0,0,0,0,0.0635451505016722
1777,1778,1,Notch,,0,,,,,,Brotherhood without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046
1778,1779,1,Obara Sand,,0,Dornish,271.0,,,,House Martell,,0,0,1,1,1,,,,,0,0,34.0,1,1,0,0.140468227424749
1779,1780,0,Ulf the White,Ser,1,,,,,,Blacks,,0,0,0,0,0,,,,,0,1,,0,0,0,0.060200668896321
1780,1781,1,Pypar,,1,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.113712374581939
1781,1782,1,Roose Bolton,Dreadfort,1,Northmen,260.0,,,,House Bolton,Bethany Ryswell,1,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.979933110367893
1782,1783,1,Shireen Baratheon,Princess,0,,289.0,,,,House Baratheon of Dragonstone,,1,1,1,1,1,,,,,0,1,16.0,4,1,0,0.23076923076923
1783,1784,1,Smiling Knight,,1,,,,,,Kingswood Brotherhood,,0,0,1,1,0,,,,,0,0,,0,0,0,0.040133779264214
1784,1785,0,Renly Baratheon,Lord Paramount of the Stormlands,1,Stormlander,277.0,,,,House Baratheon,Margaery Tyrell,1,1,1,1,1,,,,1.0,1,1,22.0,2,1,1,1.0
1785,1786,1,Theon Greyjoy,green lands,1,Ironmen,278.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27.0,4,1,1,1.0
1786,1787,1,Robyn Rhysling,Ser,1,,,,,,House Rhysling,,0,0,0,0,0,,,,,0,1,,0,0,0,0.0234113712374581
1787,1788,1,Rodrik Harlaw,Harlaw,1,Ironborn,,,,,House Harlaw,,0,1,1,1,1,,,,,0,1,,0,0,0,0.160535117056856
1788,1789,1,Wendamyr,Maester,1,,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,1,,0,0,0,0.020066889632107
1789,1790,0,Varamyr,,1,Free Folk,,,,,,,0,0,1,0,1,,,,,0,0,,0,0,0,0.227424749163879
1790,1791,1,Robin Potter,Ser,1,,,,,,House Potter,,0,0,0,1,0,,,,,0,1,,0,0,0,0.020066889632107
1791,1792,1,Richard Horpe,Ser,1,,,,,,House Horpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.0635451505016722
1792,1793,1,Sansa Stark,Princess,0,Northmen,286.0,,,,House Stark,Tyrion Lannister,1,1,1,1,1,,,,1.0,1,1,19.0,10,1,1,1.0
1793,1794,0,Vargo Hoat,Lord of Harrenhal,1,Qohor,,,,,Brave Companions,,1,1,1,1,0,,,,,0,1,,0,0,0,0.210702341137123
1794,1795,1,Jaqen H'ghar,,1,,,,,,Faceless Men,,0,0,0,0,0,,,,,0,0,,0,0,0,0.20066889632107
1795,1796,1,Robert Arryn,Eyrie,1,Valemen,292.0,,,,House Arryn,,1,1,1,1,1,,,,,0,1,13.0,0,0,0,0.321070234113712
1796,1797,1,Rakharo,Bloodrider,1,Dothraki,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0,0,0.183946488294314
1797,1798,0,Rhaella Targaryen,PrincessQueenDowager Queen,1,Valyrian,245.0,,,,House Targaryen,Aerys II Targaryen,1,0,1,1,1,,,,0.0,1,1,39.0,8,1,0,0.321070234113712
1798,1799,0,Tywin Lannister,Casterly Rock,1,,242.0,,,,House Lannister,Joanna Lannister,1,1,1,1,1,,,,0.0,1,1,58.0,5,1,1,1.0
1799,1800,1,Shagga,,1,Vale Mountain Clans,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,0,0,0.0735785953177257
1800,1801,1,Wyman Manderly,Lord of White Harbor,1,,239.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,66.0,0,0,1,0.354515050167224
1801,1802,0,Yellow Dick,,1,Westerosi,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0434782608695652
1802,1803,0,Yoren,,0,Westerosi,,,,,Night's Watch,,1,1,1,1,0,,,,,0,0,,0,0,0,0.267558528428093
1803,1804,1,Watty,,0,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046
1804,1805,1,Skahaz mo Kandaq,,0,Ghiscari,,,,,House of Kandaq,,0,0,0,0,1,,,,,0,0,,0,0,0,0.197324414715719
1805,1806,1,Wylis Manderly,Ser,1,,252.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,53.0,0,0,0,0.157190635451505
1806,1807,0,Theo Wull,,1,Northern Mountain Clans,,,,,House Wull,,1,0,1,0,0,,,,,0,0,,0,0,0,0.020066889632107
1807,1808,1,Wylla Manderly,,0,,284.0,,,,House Manderly,,0,0,0,1,1,,,,,0,0,21.0,0,0,0,0.0702341137123745
1808,1809,1,Willas Tyrell,,1,,270.0,,,,House Tyrell,,1,1,1,1,1,,,,,0,0,35.0,0,0,0,0.290969899665551
1809,1810,0,Wendel Manderly,Ser,1,,254.0,,,,House Manderly,,1,1,1,1,1,,,,,0,1,45.0,0,0,0,0.133779264214046
1810,1811,0,Simon Toyne,,0,,,,,,House Toyne,,1,1,1,1,0,,,,,0,0,,0,0,0,0.0367892976588628
1811,1812,0,Steffon Baratheon,Storm's End,1,,246.0,,,,House Baratheon,Cassana Estermont,0,1,1,0,1,,,,0.0,1,1,32.0,2,1,1,0.371237458193979
1812,1813,0,Shagwell,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.0836120401337792
1813,1814,0,Rickard Karstark,Karhold,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,1,1,0,0.23076923076923
1814,1815,0,Senelle,,1,,,,,,House Lannister,,0,0,0,1,0,,,,,0,0,,0,0,0,0.0334448160535117
1815,1816,0,Shiera Seastar,,0,Westerosi,178.0,,,,House Targaryen,,0,0,0,0,1,,,,,0,0,100.0,4,1,0,0.0434782608695652
1816,1817,1,Reznak mo Reznak,Seneschal,1,Ghiscari,,,,,House of Reznak,,0,0,0,0,1,,,,,0,1,,0,0,0,0.0802675585284281
1817,1818,1,Ronnet Connington,Ser,1,,274.0,,,,House Connington,,0,1,1,1,1,,,,,0,1,31.0,0,0,0,0.113712374581939
1818,1819,1,Tytos Blackwood,Raventree Hall,1,,,,,,House Blackwood,,1,1,1,1,1,,,,,0,1,,0,0,0,0.220735785953177
1819,1820,0,Syrio Forel,,0,Braavosi,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.120401337792642
1820,1821,0,Rodrik Cassel,Ser,1,Northmen,,,,,House Cassel,,1,1,1,1,1,,,,,0,1,,1,1,1,0.397993311036789
1821,1822,0,Stevron Frey,Ser,1,,233.0,,,,House Frey,Corenna Swann,1,1,1,1,1,,,,1.0,1,1,66.0,0,0,0,0.17391304347826
1822,1823,1,Steely Pate,,1,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0.0133779264214046
1823,1824,1,Victaria Tyrell,,0,,,,,,House Tyrell,Jon Bulwer,0,0,1,1,0,,,,1.0,1,0,,0,0,0,0.133779264214046
1824,1825,1,Jon Connington,Lord of Griffin's Roost,1,Stormlander,263.0,,,,House Connington,,0,0,1,1,1,,,,,0,1,42.0,0,0,1,0.719063545150501
1825,1826,0,Rorge,,1,,,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.167224080267558
1826,1827,0,Rickard Stark,Winterfell,1,Northmen,230.0,,,,House Stark,Lyarra Stark,1,1,1,0,1,,,,1.0,1,1,52.0,5,1,0,0.270903010033444
1827,1828,0,Visenya Targaryen,QueenDowager Queen,0,Valyrian,-28.0,,,,House Targaryen,Aegon I Targaryen,1,1,1,1,1,,,,0.0,1,1,72.0,5,1,0,0.277591973244147
1828,1829,1,Petyr Baelish,Master of coin,1,Valemen,268.0,,,,House Baelish,Lysa Arryn,1,1,1,1,1,,,,0.0,1,1,37.0,5,1,1,1.0
1829,1830,0,Viserys Targaryen,Lord of the Seven Kingdoms,1,Valyrian,276.0,,,,House Targaryen,,1,1,1,1,1,,,,,0,1,22.0,11,1,1,0.622073578595317
1830,1831,1,Varys,Master of Whisperers,1,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,1,0.899665551839464
1831,1832,1,Stygg,,0,,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0,0,0.0367892976588628
1832,1833,1,Salladhor Saan,Prince of the Narrow Sea,1,Lysene,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,1,,0,0,0,0.187290969899665
1833,1834,1,Victarion Greyjoy,Lord Captain of the Iron Fleet,1,Ironborn,268.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,37.0,4,1,1,0.705685618729097
1834,1835,0,Timeon,,1,Dornish,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0568561872909698
1835,1836,1,Tysha,,1,,271.0,,,,,Tyrion Lannister,1,1,1,0,1,,,,1.0,1,0,34.0,1,1,0,0.130434782608695
1836,1837,0,Shae,,0,,280.0,,,,,,1,1,1,1,1,,,,,0,0,20.0,0,0,0,0.290969899665551
1837,1838,1,Spotted Cat,,1,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,0,,0,0,0,0.0501672240802675
1838,1839,1,Tormund,Ruddy Hall,1,Free Folk,,,,,,,0,0,1,1,1,,,,,0,1,,0,0,0,0.214046822742474
1839,1840,0,Rodrik Greyjoy,,1,Ironborn,274.0,,,,House Greyjoy,,1,1,1,1,1,,,,,0,0,15.0,4,1,0,0.153846153846153
1840,1841,1,Tyrion Lannister,Hand of the King,1,,273.0,,,,House Lannister,Tysha,1,1,1,1,1,,,,1.0,1,1,32.0,12,1,1,1.0
1841,1842,1,Josmyn Peckledon,,1,,284.0,,,,House Peckledon,,0,1,1,1,1,,,,,0,0,21.0,0,0,0,0.0501672240802675
1842,1843,1,Trystane Martell,Prince,1,Dornish,287.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,18.0,6,1,0,0.150501672240802
1843,1844,1,Rolland Storm,Ser,1,,,,,,House Caron,,0,0,1,1,1,,,,,0,1,,0,0,0,0.0702341137123745
1844,1845,0,Willam Dustin,Barrowton,1,Northmen,,,,,House Dustin,Barbrey Ryswell,1,0,0,1,1,,,,1.0,1,1,,0,0,0,0.0635451505016722
1845,1846,0,Torrhen Karstark,,1,Northmen,,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,1,1,0,0.0769230769230769
1846,1847,1,Three Toes,,1,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0133779264214046
1847,1848,0,Ygritte,,1,Free Folk,280.0,,,,Mance Rayder,,0,1,1,1,1,,,,,0,0,19.0,0,0,0,0.244147157190635
1848,1849,0,Tyland Lannister,Ser,1,,,,,,House Lannister,,0,0,0,0,0,,,,,0,1,,0,0,1,0.354515050167224
1849,1850,0,Thoren Smallwood,First Ranger,1,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,1,,0,0,0,0.0869565217391304
1850,1851,1,Rolph Spicer,Ser,0,,,,,,House Spicer,,0,0,1,1,0,,,,,0,1,,0,0,0,0.060200668896321
1851,1852,1,Selyse Florent,LadyQueen,0,,,,,,House Florent,Stannis Baratheon,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.397993311036789
1852,1853,1,Tyrion Tanner,,1,,300.0,,,,House Stokeworth,,0,0,0,1,1,,,,,0,0,5.0,0,0,0,0.0501672240802675
1853,1854,0,Sandor Clegane,,1,,270.0,,,,House Clegane,,1,1,1,1,1,,,,,0,0,30.0,1,1,1,0.695652173913043
1854,1855,0,Ulf son of Umar,,1,Vale Mountain Clans,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0,0,0.0234113712374581
1855,1856,1,Urswyck,,1,,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0,0,0.0301003344481605
